subject,qPCR.Trial,cycle,log10.fluor,fluor,treatment,gene
5,1,31,1.857758071,72.07058887,treat1,reference
5,1,32,1.937403287,86.57715036,treat1,reference
5,1,33,1.955988058,90.36246254,treat1,reference
5,1,34,1.974142234,94.21981206,treat1,reference
5,1,35,1.968556869,93.01583065,treat1,reference
5,1,36,2.0195631,104.6075666,treat1,reference
5,1,37,1.992559212,98.30128894,treat1,reference
5,1,38,1.997316691,99.38405017,treat1,reference
5,1,39,2.021822433,105.1531852,treat1,reference
5,1,40,2.001676225,100.386711,treat1,reference
5,2,1,0.071241368,1.178260634,treat1,reference
5,2,2,-0.142445562,0.720368042,treat1,reference
5,2,3,0.478160065,3.007184439,treat1,reference
5,2,4,-0.174160897,0.669636477,treat1,reference
5,2,5,0.006803155,1.015788181,treat1,reference
5,2,6,0.153110402,1.422690405,treat1,reference
5,2,7,-0.042741228,0.906272437,treat1,reference
5,2,8,-0.221513516,0.600463322,treat1,reference
5,2,9,-0.377770407,0.419015022,treat1,reference
5,2,10,-0.093088447,0.807070648,treat1,reference
5,2,11,0.113693958,1.299253687,treat1,reference
5,2,12,0.319804479,2.088355732,treat1,reference
5,2,13,-0.160128359,0.691626525,treat1,reference
5,2,14,-0.059005827,0.872959655,treat1,reference
5,2,15,0.005909442,1.01369999,treat1,reference
5,2,16,0.233903087,1.713574881,treat1,reference
5,2,17,0.120608226,1.320104241,treat1,reference
5,2,18,0.022357015,1.052827001,treat1,reference
5,2,19,0.076099053,1.191513735,treat1,reference
5,2,20,0.269841556,1.861407913,treat1,reference
5,2,21,0.305373684,2.020103793,treat1,reference
5,2,22,0.392721483,2.470139516,treat1,reference
5,2,23,0.544982973,3.507381224,treat1,reference
5,2,24,0.702576128,5.041689882,treat1,reference
5,2,25,1.016717956,10.39245029,treat1,reference
5,2,26,1.175363096,14.97487122,treat1,reference
5,2,27,1.395431329,24.85600505,treat1,reference
5,2,28,1.530308685,33.90850834,treat1,reference
5,2,29,1.693765594,49.40439599,treat1,reference
5,2,30,1.823909997,66.66685953,treat1,reference
5,2,31,1.873313209,74.69872837,treat1,reference
5,2,32,1.948741287,88.867157,treat1,reference
5,2,33,1.939907362,87.07778272,treat1,reference
5,2,34,1.943073202,87.71486551,treat1,reference
5,2,35,1.997350659,99.39182353,treat1,reference
5,2,36,1.990263317,97.78299091,treat1,reference
5,2,37,1.98389078,96.35866616,treat1,reference
5,2,38,2.001234856,100.2847407,treat1,reference
5,2,39,2.013038865,103.0478334,treat1,reference
5,2,40,1.998890123,99.74476776,treat1,reference
5,3,1,-0.358504593,0.438021479,treat1,reference
5,3,2,-0.189340912,0.646634822,treat1,reference
5,3,3,-0.246360306,0.567073946,treat1,reference
5,3,4,0.090727392,1.232331051,treat1,reference
5,3,5,0.030603168,1.073008515,treat1,reference
5,3,6,-0.258296798,0.551700277,treat1,reference
5,3,7,-0.085386382,0.821511444,treat1,reference
5,3,8,0.079578543,1.201098276,treat1,reference
5,3,9,0.277139925,1.892953409,treat1,reference
5,3,10,-0.093383535,0.806522458,treat1,reference
5,3,11,-0.13269077,0.736731484,treat1,reference
5,3,12,0.302995132,2.009070292,treat1,reference
5,3,13,-0.119733976,0.759042378,treat1,reference
5,3,14,0.26727802,1.850452833,treat1,reference
5,3,15,0.209555131,1.620149649,treat1,reference
5,3,16,-0.40581484,0.392812374,treat1,reference
5,3,17,0.019656151,1.046299821,treat1,reference
5,3,18,0.072163886,1.180766127,treat1,reference
5,3,19,0.084066616,1.213574984,treat1,reference
5,3,20,0.343964364,2.207823564,treat1,reference
5,3,21,0.313833335,2.059839275,treat1,reference
5,3,22,0.369756337,2.342913946,treat1,reference
5,3,23,0.599880981,3.979980839,treat1,reference
5,3,24,0.792441496,6.200711078,treat1,reference
5,3,25,1.023002293,10.54392463,treat1,reference
5,3,26,1.253272474,17.91729621,treat1,reference
5,3,27,1.42827394,26.80858797,treat1,reference
5,3,28,1.611237394,40.85426424,treat1,reference
5,3,29,1.700051693,50.12468928,treat1,reference
5,3,30,1.775077539,59.57685026,treat1,reference
5,3,31,1.904889231,80.33212046,treat1,reference
5,3,32,1.93279533,85.66340445,treat1,reference
5,3,33,1.945633292,88.23345624,treat1,reference
5,3,34,1.927217219,84.57017293,treat1,reference
5,3,35,1.957247052,90.62479804,treat1,reference
5,3,36,1.970424614,93.41671997,treat1,reference
5,3,37,1.984582212,96.51219927,treat1,reference
5,3,38,1.989613592,97.63681239,treat1,reference
5,3,39,2.001956764,100.4515781,treat1,reference
5,3,40,1.997828798,99.50130977,treat1,reference
6,1,1,0.088427253,1.225821553,treat1,reference
6,1,2,0.249154705,1.774821597,treat1,reference
6,1,3,0.02837253,1.067511421,treat1,reference
6,1,4,-0.139404541,0.725429912,treat1,reference
6,1,5,0.317422646,2.07693376,treat1,reference
6,1,6,-0.308209521,0.491802214,treat1,reference
6,1,7,-0.165702633,0.682806061,treat1,reference
6,1,8,-0.064572159,0.86184237,treat1,reference
6,1,9,0.157306711,1.436503574,treat1,reference
6,1,10,0.021166091,1.049943891,treat1,reference
6,1,11,-0.155369611,0.699246641,treat1,reference
6,1,12,-0.015915213,0.96401721,treat1,reference
6,1,13,0.232263301,1.707117055,treat1,reference
6,1,14,0.147345682,1.403930737,treat1,reference
6,1,15,-0.047834818,0.895705378,treat1,reference
6,1,16,-0.226474322,0.593643447,treat1,reference
6,1,17,-0.211504885,0.61446212,treat1,reference
6,1,18,0.223018438,1.671161563,treat1,reference
6,1,19,0.254000581,1.794736029,treat1,reference
6,1,20,0.092442444,1.237207215,treat1,reference
6,1,21,0.313279391,2.057213619,treat1,reference
6,1,22,0.48242601,3.03686866,treat1,reference
6,1,23,0.664055382,4.613764063,treat1,reference
6,1,24,0.82732836,6.719366969,treat1,reference
6,1,25,1.000709149,10.0163421,treat1,reference
6,1,26,1.264179785,18.37298772,treat1,reference
6,1,27,1.445664032,27.90384379,treat1,reference
6,1,28,1.601970811,39.99178707,treat1,reference
6,1,29,1.721670437,52.68299265,treat1,reference
6,1,30,1.78986634,61.64052653,treat1,reference
6,1,31,1.880958543,76.02537005,treat1,reference
6,1,32,1.92963465,85.04223203,treat1,reference
6,1,33,1.954418297,90.0364362,treat1,reference
6,1,34,1.963821864,92.00721055,treat1,reference
6,1,35,1.98512959,96.63391836,treat1,reference
6,1,36,1.980196873,95.54255985,treat1,reference
6,1,37,1.985810404,96.78552362,treat1,reference
6,1,38,1.994822645,98.81494759,treat1,reference
6,1,39,1.985853843,96.79520488,treat1,reference
6,1,40,2.012060595,102.8159743,treat1,reference
6,2,1,0.033355829,1.079831093,treat1,reference
6,2,2,0.482683039,3.03866651,treat1,reference
6,2,3,-0.056034754,0.878952177,treat1,reference
6,2,4,0.120180754,1.318805513,treat1,reference
6,2,5,-0.314172671,0.485095593,treat1,reference
6,2,6,0.08038455,1.203329463,treat1,reference
6,2,7,0.371117034,2.350266084,treat1,reference
6,2,8,0.14393299,1.392941862,treat1,reference
6,2,9,0.083486437,1.21195484,treat1,reference
6,2,10,0.014290818,1.033453208,treat1,reference
6,2,11,-0.580121276,0.26295336,treat1,reference
6,2,12,-0.006283315,0.98563629,treat1,reference
6,2,13,-0.171487268,0.673771648,treat1,reference
6,2,14,-0.057232983,0.876530469,treat1,reference
6,2,15,0.125472052,1.334971678,treat1,reference
6,2,16,-0.073150191,0.844986575,treat1,reference
6,2,17,0.380841191,2.403483756,treat1,reference
6,2,18,0.293683855,1.966454288,treat1,reference
6,2,19,0.082959202,1.210484414,treat1,reference
6,2,20,0.178795822,1.509370375,treat1,reference
6,2,21,0.230860991,1.701613769,treat1,reference
6,2,22,0.41175558,2.580807309,treat1,reference
6,2,23,0.602697698,4.005877811,treat1,reference
6,2,24,0.809808347,6.453693658,treat1,reference
6,2,25,1.048460734,11.18048735,treat1,reference
6,2,26,1.202256251,15.93148469,treat1,reference
6,2,27,1.44782113,28.04278418,treat1,reference
6,2,28,1.611896904,40.91635184,treat1,reference
6,2,29,1.720494839,52.54057716,treat1,reference
6,2,30,1.813162909,65.03736078,treat1,reference
6,2,31,1.895402039,78.59628864,treat1,reference
6,2,32,1.957763661,90.73266369,treat1,reference
6,2,33,1.952430989,89.62537567,treat1,reference
6,2,34,1.978799861,95.23571825,treat1,reference
6,2,35,1.978199992,95.1042647,treat1,reference
6,2,36,1.961049153,91.42167067,treat1,reference
6,2,37,1.994464525,98.73349824,treat1,reference
6,2,38,1.978735217,95.22154352,treat1,reference
6,2,39,2.016947078,103.9793451,treat1,reference
6,2,40,1.991914641,98.15550024,treat1,reference
6,3,1,-0.476102578,0.334116114,treat1,reference
6,3,2,0.118461912,1.313596286,treat1,reference
6,3,3,-0.270426326,0.536504876,treat1,reference
6,3,4,-0.184785226,0.653453629,treat1,reference
6,3,5,-0.17468779,0.668824557,treat1,reference
6,3,6,-0.069777458,0.851574292,treat1,reference
6,3,7,-0.06611383,0.858788402,treat1,reference
6,3,8,0.004569468,1.010577137,treat1,reference
6,3,9,0.174015272,1.492846906,treat1,reference
6,3,10,0.332310838,2.149368293,treat1,reference
6,3,11,-0.215139089,0.609341716,treat1,reference
6,3,12,0.253484704,1.792605416,treat1,reference
6,3,13,0.064059927,1.158937264,treat1,reference
6,3,14,-0.217994984,0.605347867,treat1,reference
6,3,15,0.101395581,1.262977406,treat1,reference
6,3,16,0.122049117,1.324491321,treat1,reference
6,3,17,0.269895552,1.861639358,treat1,reference
6,3,18,0.025278355,1.059932856,treat1,reference
6,3,19,0.049514135,1.120763904,treat1,reference
6,3,20,0.185898207,1.53425733,treat1,reference
6,3,21,0.218909012,1.655423105,treat1,reference
6,3,22,0.417969835,2.618001165,treat1,reference
6,3,23,0.630679283,4.272472567,treat1,reference
6,3,24,0.804273526,6.371967124,treat1,reference
6,3,25,1.023898295,10.56570048,treat1,reference
6,3,26,1.215750157,16.43426013,treat1,reference
6,3,27,1.460516061,28.87460562,treat1,reference
6,3,28,1.60688785,40.44714292,treat1,reference
6,3,29,1.744221076,55.49081144,treat1,reference
6,3,30,1.807779464,64.23614419,treat1,reference
6,3,31,1.866438287,73.5255509,treat1,reference
6,3,32,1.912964898,81.8398638,treat1,reference
6,3,33,1.941886434,87.47550004,treat1,reference
6,3,34,1.973222703,94.02053176,treat1,reference
6,3,35,1.979974879,95.49373472,treat1,reference
6,3,36,2.000128131,100.0295077,treat1,reference
6,3,37,2.013017999,103.0428825,treat1,reference
6,3,38,2.010653014,102.4832794,treat1,reference
6,3,39,2.024689011,105.8495488,treat1,reference
6,3,40,2.007700628,101.7889485,treat1,reference
7,1,1,-0.13510595,0.732645776,treat1,reference
7,1,2,-0.239551433,0.576034595,treat1,reference
7,1,3,-0.262590844,0.546272271,treat1,reference
7,1,4,-0.086730049,0.818973692,treat1,reference
7,1,5,0.141292428,1.384498304,treat1,reference
7,1,6,0.377463928,2.384865701,treat1,reference
7,1,7,-0.188066506,0.648535112,treat1,reference
7,1,8,0.171743532,1.485058397,treat1,reference
7,1,9,-0.048371278,0.894599646,treat1,reference
7,1,10,-0.047652927,0.896080596,treat1,reference
7,1,11,-0.236332135,0.580320437,treat1,reference
7,1,12,0.176822091,1.502526328,treat1,reference
7,1,13,0.025536913,1.060564078,treat1,reference
7,1,14,-0.123282052,0.752866457,treat1,reference
7,1,15,-0.152439764,0.703979863,treat1,reference
7,1,16,0.326673034,2.121646541,treat1,reference
7,1,17,-0.122750754,0.753788046,treat1,reference
7,1,18,0.120782336,1.32063358,treat1,reference
7,1,19,-0.168782565,0.677980862,treat1,reference
7,1,20,0.10387412,1.270205883,treat1,reference
7,1,21,0.241183131,1.742541504,treat1,reference
7,1,22,0.500726911,3.167575031,treat1,reference
7,1,23,0.563679756,3.661674675,treat1,reference
7,1,24,0.78914096,6.153765741,treat1,reference
7,1,25,0.984368657,9.646475317,treat1,reference
7,1,26,1.256912764,18.06811159,treat1,reference
7,1,27,1.389479694,24.51769814,treat1,reference
7,1,28,1.60052185,39.85858251,treat1,reference
7,1,29,1.748327056,56.01792994,treat1,reference
7,1,30,1.795691668,62.47290017,treat1,reference
7,1,31,1.856843266,71.91893812,treat1,reference
7,1,32,1.934635514,86.02714578,treat1,reference
7,1,33,1.944035924,87.90952301,treat1,reference
7,1,34,1.954559656,90.06574715,treat1,reference
7,1,35,1.98809146,97.29520999,treat1,reference
7,1,36,2.008857802,102.0605259,treat1,reference
7,1,37,1.970176629,93.36339349,treat1,reference
7,1,38,1.994714888,98.79043282,treat1,reference
7,1,39,1.98239581,96.02754153,treat1,reference
7,1,40,2.039872697,109.6156838,treat1,reference
7,2,1,0.2222479,1.668199166,treat1,reference
7,2,2,0.117106576,1.309503237,treat1,reference
7,2,3,-0.461482093,0.345555577,treat1,reference
7,2,4,-0.196735548,0.635717917,treat1,reference
7,2,5,-0.26954672,0.537592597,treat1,reference
7,2,6,-0.038127033,0.91595253,treat1,reference
7,2,7,0.090128092,1.230631682,treat1,reference
7,2,8,-0.023514321,0.947295946,treat1,reference
7,2,9,0.420015539,2.630362105,treat1,reference
7,2,10,-0.127644295,0.745342189,treat1,reference
7,2,11,0.417785186,2.616888301,treat1,reference
7,2,12,-0.155637264,0.698815833,treat1,reference
7,2,13,-0.059090353,0.872789769,treat1,reference
7,2,14,0.315870615,2.069524704,treat1,reference
7,2,15,0.119126438,1.315607796,treat1,reference
7,2,16,0.038779202,1.093400333,treat1,reference
7,2,17,0.079869109,1.201902143,treat1,reference
7,2,18,-0.028521616,0.93643661,treat1,reference
7,2,19,0.114389782,1.301337011,treat1,reference
7,2,20,0.155042216,1.429032861,treat1,reference
7,2,21,0.278783492,1.900130777,treat1,reference
7,2,22,0.415036918,2.600380606,treat1,reference
7,2,23,0.599081197,3.972658163,treat1,reference
7,2,24,0.743129586,5.535152446,treat1,reference
7,2,25,1.03738098,10.89885765,treat1,reference
7,2,26,1.224644914,16.77431961,treat1,reference
7,2,27,1.39915585,25.07008753,treat1,reference
7,2,28,1.560798,36.37458105,treat1,reference
7,2,29,1.708987562,51.16671817,treat1,reference
7,2,30,1.815036271,65.31851022,treat1,reference
7,2,31,1.890089759,77.64075658,treat1,reference
7,2,32,1.893703145,78.28943257,treat1,reference
7,2,33,1.939815189,87.05930372,treat1,reference
7,2,34,1.998733266,99.7087487,treat1,reference
7,2,35,1.971885033,93.73138475,treat1,reference
7,2,36,1.991989573,98.17243728,treat1,reference
7,2,37,1.984390522,96.46960986,treat1,reference
7,2,38,1.984683933,96.53480711,treat1,reference
7,2,39,1.967793157,92.85240501,treat1,reference
7,2,40,1.993217947,98.45050482,treat1,reference
7,3,1,0.005125073,1.011870823,treat1,reference
7,3,2,-0.018873677,0.95747253,treat1,reference
7,3,3,0.291554336,1.956835578,treat1,reference
7,3,4,-0.301318331,0.499668152,treat1,reference
7,3,5,-0.22206185,0.599705664,treat1,reference
7,3,6,-0.112086416,0.772526852,treat1,reference
7,3,7,-0.135320523,0.732283886,treat1,reference
7,3,8,0.138508352,1.375651265,treat1,reference
7,3,9,-0.327353825,0.470593772,treat1,reference
7,3,10,-0.094973287,0.803575547,treat1,reference
7,3,11,-0.188831033,0.647394442,treat1,reference
7,3,12,0.343718304,2.206573021,treat1,reference
7,3,13,0.152202983,1.419720924,treat1,reference
7,3,14,0.086255515,1.219706998,treat1,reference
7,3,15,0.201873573,1.591745289,treat1,reference
7,3,16,0.096468268,1.248729201,treat1,reference
7,3,17,0.187482675,1.539865097,treat1,reference
7,3,18,-0.082328516,0.827316115,treat1,reference
7,3,19,0.169480114,1.477338832,treat1,reference
7,3,20,0.015540063,1.03643021,treat1,reference
7,3,21,0.204854902,1.602709833,treat1,reference
7,3,22,0.413113431,2.588889007,treat1,reference
7,3,23,0.580179704,3.803467449,treat1,reference
7,3,24,0.756447314,5.707518319,treat1,reference
7,3,25,1.07514843,11.88908496,treat1,reference
7,3,26,1.19340935,15.61023171,treat1,reference
7,3,27,1.437953185,27.4127866,treat1,reference
7,3,28,1.595352097,39.38692694,treat1,reference
7,3,29,1.711593428,51.47465305,treat1,reference
7,3,30,1.823901178,66.66550577,treat1,reference
7,3,31,1.878947115,75.67407399,treat1,reference
7,3,32,1.912258958,81.70694221,treat1,reference
7,3,33,1.921182936,83.40324271,treat1,reference
7,3,34,1.951559738,89.44575585,treat1,reference
7,3,35,1.980439481,95.59594724,treat1,reference
7,3,36,1.982757707,96.10759436,treat1,reference
7,3,37,2.001715608,100.3958147,treat1,reference
7,3,38,2.013570794,103.1741248,treat1,reference
7,3,39,1.967805829,92.85511437,treat1,reference
7,3,40,1.98228002,96.00194233,treat1,reference
8,1,1,-0.108886059,0.778240703,treat1,reference
8,1,2,0.111177486,1.291747072,treat1,reference
8,1,3,0.239571774,1.736088156,treat1,reference
8,1,4,0.021553267,1.050880339,treat1,reference
8,1,5,0.193980337,1.563076872,treat1,reference
8,1,6,0.183025946,1.524143809,treat1,reference
8,1,7,-0.112647937,0.771528659,treat1,reference
8,1,8,0.328837959,2.132249195,treat1,reference
8,1,9,0.113562859,1.298861544,treat1,reference
8,1,10,0.084301039,1.214230224,treat1,reference
8,1,11,0.027587519,1.06558358,treat1,reference
8,1,12,0.13965929,1.37930176,treat1,reference
8,1,13,0.138646671,1.376089469,treat1,reference
8,1,14,0.216105987,1.64477307,treat1,reference
8,1,15,0.058075401,1.143076776,treat1,reference
8,1,16,0.333386842,2.154700153,treat1,reference
8,1,17,0.181956312,1.520394577,treat1,reference
8,1,18,0.032469669,1.077629989,treat1,reference
8,1,19,0.207912106,1.614031871,treat1,reference
8,1,20,0.250777435,1.781465577,treat1,reference
8,1,21,0.240862082,1.741253821,treat1,reference
8,1,22,0.431669524,2.701901573,treat1,reference
8,1,23,0.612479542,4.097128091,treat1,reference
8,1,24,0.790838819,6.177870758,treat1,reference
8,1,25,1.004926257,10.11407704,treat1,reference
8,1,26,1.207403371,16.12142291,treat1,reference
8,1,27,1.420139978,26.31115896,treat1,reference
8,1,28,1.613483758,41.06612815,treat1,reference
8,1,29,1.722270388,52.75582122,treat1,reference
8,1,30,1.822223043,66.40840398,treat1,reference
8,1,31,1.863151436,72.97119131,treat1,reference
8,1,32,1.944889225,88.08241733,treat1,reference
8,1,33,1.972267336,93.81393137,treat1,reference
8,1,34,1.986141231,96.85927873,treat1,reference
8,1,35,1.984693126,96.53685041,treat1,reference
8,1,36,1.998107898,99.56527498,treat1,reference
8,1,37,1.996432867,99.18200124,treat1,reference
8,1,38,2.00553317,101.2822103,treat1,reference
8,1,39,2.001653473,100.3814518,treat1,reference
8,1,40,1.983746286,96.32661214,treat1,reference
8,2,1,0.066856831,1.166425032,treat1,reference
8,2,2,-0.211220616,0.61486445,treat1,reference
8,2,3,0.182764876,1.523227865,treat1,reference
8,2,4,0.505323377,3.201277906,treat1,reference
8,2,5,-0.114815744,0.767687122,treat1,reference
8,2,6,0.194396462,1.564575271,treat1,reference
8,2,7,-0.102768847,0.789280099,treat1,reference
8,2,8,-0.253075015,0.558373739,treat1,reference
8,2,9,-0.055168899,0.880706296,treat1,reference
8,2,10,0.006246028,1.01448593,treat1,reference
8,2,11,-0.135286661,0.732340984,treat1,reference
8,2,12,0.399979264,2.511766498,treat1,reference
8,2,13,0.232126929,1.706581091,treat1,reference
8,2,14,0.013032598,1.030463463,treat1,reference
8,2,15,0.20906661,1.618328231,treat1,reference
8,2,16,0.033493546,1.080173568,treat1,reference
8,2,17,0.002269915,1.005240355,treat1,reference
8,2,18,0.371809155,2.354014614,treat1,reference
8,2,19,-0.062380206,0.86620322,treat1,reference
8,2,20,0.15325174,1.423153483,treat1,reference
8,2,21,0.166297443,1.466551921,treat1,reference
8,2,22,0.422701379,2.646679655,treat1,reference
8,2,23,0.59006336,3.891019078,treat1,reference
8,2,24,0.768398247,5.866758986,treat1,reference
8,2,25,1.002173268,10.05016676,treat1,reference
8,2,26,1.22466448,16.77507537,treat1,reference
8,2,27,1.440436268,27.5699684,treat1,reference
8,2,28,1.627966429,42.45867425,treat1,reference
8,2,29,1.717506745,52.18032082,treat1,reference
8,2,30,1.824746276,66.79535713,treat1,reference
8,2,31,1.862688559,72.89345904,treat1,reference
8,2,32,1.903776065,80.12648012,treat1,reference
8,2,33,1.942890402,87.67795305,treat1,reference
8,2,34,1.983363922,96.24184096,treat1,reference
8,2,35,1.998916278,99.75077495,treat1,reference
8,2,36,1.981644614,95.86158694,treat1,reference
8,2,37,1.962625227,91.75404661,treat1,reference
8,2,38,1.974449324,94.28645867,treat1,reference
8,2,39,1.985513887,96.7194654,treat1,reference
8,2,40,1.980187466,95.54049042,treat1,reference
8,3,1,0.025306957,1.060002664,treat1,reference
8,3,2,-0.194211409,0.639423497,treat1,reference
8,3,3,0.011217722,1.026166239,treat1,reference
8,3,4,-0.210854096,0.615383579,treat1,reference
8,3,5,0.056378758,1.138619868,treat1,reference
8,3,6,0.197410215,1.57547028,treat1,reference
8,3,7,0.066781229,1.166221998,treat1,reference
8,3,8,-0.20714559,0.620660933,treat1,reference
8,3,9,0.182004252,1.520562418,treat1,reference
8,3,10,-0.001696751,0.996100707,treat1,reference
8,3,11,-0.156999463,0.696627376,treat1,reference
8,3,12,0.004744045,1.010983448,treat1,reference
8,3,13,-0.026952338,0.939826448,treat1,reference
8,3,14,0.032866888,1.078616074,treat1,reference
8,3,15,0.105667718,1.275462569,treat1,reference
8,3,16,0.158778623,1.441380436,treat1,reference
8,3,17,0.100262825,1.259687516,treat1,reference
8,3,18,0.06762437,1.168488304,treat1,reference
8,3,19,0.033137939,1.079289469,treat1,reference
8,3,20,0.426030239,2.667044362,treat1,reference
8,3,21,0.257270045,1.808298178,treat1,reference
8,3,22,0.435659081,2.726836388,treat1,reference
8,3,23,0.564273433,3.666683578,treat1,reference
8,3,24,0.836959714,6.870047095,treat1,reference
8,3,25,1.012774455,10.29851143,treat1,reference
8,3,26,1.260280192,18.20875244,treat1,reference
8,3,27,1.428192964,26.80358984,treat1,reference
8,3,28,1.594612281,39.31988884,treat1,reference
8,3,29,1.751713531,56.4564455,treat1,reference
8,3,30,1.811708584,64.81993387,treat1,reference
8,3,31,1.919463199,83.07363217,treat1,reference
8,3,32,1.936829844,86.46290919,treat1,reference
8,3,33,1.962529404,91.73380415,treat1,reference
8,3,34,1.971149771,93.5728314,treat1,reference
8,3,35,1.981180167,95.75912461,treat1,reference
8,3,36,1.971705626,93.69267229,treat1,reference
8,3,37,1.988885829,97.47333585,treat1,reference
8,3,38,2.005369127,101.2439608,treat1,reference
8,3,39,2.000968085,100.2231585,treat1,reference
8,3,40,1.992316483,98.2463632,treat1,reference
9,1,1,-0.199051448,0.632336938,treat1,reference
9,1,2,-0.060918785,0.869122943,treat1,reference
9,1,3,0.031588191,1.075444965,treat1,reference
9,1,4,-0.402336109,0.395971466,treat1,reference
9,1,5,-0.222730164,0.598783515,treat1,reference
9,1,6,0.292338546,1.960372249,treat1,reference
9,1,7,-0.256800655,0.553604161,treat1,reference
9,1,8,-0.103406602,0.788121904,treat1,reference
9,1,9,0.198276064,1.578614414,treat1,reference
9,1,10,0.062770179,1.15550061,treat1,reference
9,1,11,0.312842329,2.055144339,treat1,reference
9,1,12,0.030752162,1.073376696,treat1,reference
9,1,13,-0.100735347,0.792984417,treat1,reference
9,1,14,-0.052899539,0.885320379,treat1,reference
9,1,15,-0.416583981,0.383191634,treat1,reference
9,1,16,-0.008366709,0.980919326,treat1,reference
9,1,17,0.192277074,1.556958634,treat1,reference
9,1,18,-0.074339728,0.842675314,treat1,reference
9,1,19,-0.055016673,0.881015049,treat1,reference
9,1,20,0.114949787,1.303016116,treat1,reference
9,1,21,0.216797546,1.647394251,treat1,reference
9,1,22,0.468333313,2.939905112,treat1,reference
9,1,23,0.534884484,3.426766271,treat1,reference
9,1,24,0.807850546,6.424665876,treat1,reference
9,1,25,0.964898822,9.223565202,treat1,reference
9,1,26,1.19107145,15.52642428,treat1,reference
9,1,27,1.376473045,23.79430614,treat1,reference
9,1,28,1.547757959,35.29863888,treat1,reference
9,1,29,1.655809071,45.26985161,treat1,reference
9,1,30,1.761807392,57.78397202,treat1,reference
9,1,31,1.868612718,73.89460264,treat1,reference
9,1,32,1.92247124,83.65101982,treat1,reference
9,1,33,1.926004491,84.33434777,treat1,reference
9,1,34,1.945723061,88.25169612,treat1,reference
9,1,35,1.994336981,98.70450634,treat1,reference
9,1,36,1.960958705,91.40263263,treat1,reference
9,1,37,1.99741078,99.40558371,treat1,reference
9,1,38,1.976827139,94.8041042,treat1,reference
9,1,39,1.999438815,99.87086581,treat1,reference
9,1,40,1.981977184,95.93502294,treat1,reference
9,2,1,-0.194181023,0.639468237,treat1,reference
9,2,2,0.131824443,1.354641708,treat1,reference
9,2,3,-0.211349965,0.614681348,treat1,reference
9,2,4,0.122367344,1.325462191,treat1,reference
9,2,5,-0.001322048,0.9969605,treat1,reference
9,2,6,0.104379418,1.271684617,treat1,reference
9,2,7,0.218190326,1.652685917,treat1,reference
9,2,8,0.050351422,1.122926736,treat1,reference
9,2,9,0.095315178,1.245418113,treat1,reference
9,2,10,-0.332774043,0.464757018,treat1,reference
9,2,11,-0.240183241,0.575197194,treat1,reference
9,2,12,-0.029690987,0.933918574,treat1,reference
9,2,13,0.03192356,1.076275762,treat1,reference
9,2,14,-0.334141436,0.463296014,treat1,reference
9,2,15,-0.142861077,0.719679153,treat1,reference
9,2,16,0.172472125,1.487551893,treat1,reference
9,2,17,0.181758449,1.519702047,treat1,reference
9,2,18,0.126535096,1.338243356,treat1,reference
9,2,19,0.150371817,1.413747393,treat1,reference
9,2,20,0.082498832,1.209201932,treat1,reference
9,2,21,0.169951144,1.478942004,treat1,reference
9,2,22,0.294293445,1.969216405,treat1,reference
9,2,23,0.549562305,3.544559776,treat1,reference
9,2,24,0.72704984,5.333961055,treat1,reference
9,2,25,0.937172203,8.653109568,treat1,reference
9,2,26,1.163525245,14.57220408,treat1,reference
9,2,27,1.353464923,22.56653722,treat1,reference
9,2,28,1.580158969,38.03285864,treat1,reference
9,2,29,1.688746826,48.83675805,treat1,reference
9,2,30,1.762080712,57.82034939,treat1,reference
9,2,31,1.829476128,67.5267936,treat1,reference
9,2,32,1.898102862,79.0865921,treat1,reference
9,2,33,1.943250396,87.75066096,treat1,reference
9,2,34,1.962012031,91.62458717,treat1,reference
9,2,35,1.970986037,93.53756014,treat1,reference
9,2,36,1.979691175,95.43137366,treat1,reference
9,2,37,2.004791373,101.1093627,treat1,reference
9,2,38,1.985237373,96.65790393,treat1,reference
9,2,39,2.00975912,102.2725584,treat1,reference
9,2,40,1.957221655,90.61949871,treat1,reference
9,3,1,0.322553641,2.101617332,treat1,reference
9,3,2,0.088615761,1.226353743,treat1,reference
9,3,3,0.017713615,1.041630325,treat1,reference
9,3,4,0.209757535,1.620904898,treat1,reference
9,3,5,-0.147306207,0.712350598,treat1,reference
9,3,6,0.225925304,1.682384677,treat1,reference
9,3,7,0.133558868,1.360062506,treat1,reference
9,3,8,-0.273848772,0.532293579,treat1,reference
9,3,9,-0.251436225,0.560484716,treat1,reference
9,3,10,0.259334976,1.816916529,treat1,reference
9,3,11,-0.06191076,0.86714004,treat1,reference
9,3,12,0.030623717,1.073059286,treat1,reference
9,3,13,-0.034451668,0.923736983,treat1,reference
9,3,14,-0.348262025,0.448474728,treat1,reference
9,3,15,0.221313465,1.6646137,treat1,reference
9,3,16,0.260802345,1.823065806,treat1,reference
9,3,17,0.13618199,1.368302089,treat1,reference
9,3,18,-0.050346971,0.890539174,treat1,reference
9,3,19,-0.009503357,0.978355393,treat1,reference
9,3,20,0.134504938,1.363028505,treat1,reference
9,3,21,0.13064941,1.350981524,treat1,reference
9,3,22,0.316730197,2.07362489,treat1,reference
9,3,23,0.571243558,3.72600607,treat1,reference
9,3,24,0.753074241,5.663360935,treat1,reference
